10.00	8.244E+00
11.00	8.595E+00
12.00	8.923E+00
13.00	9.231E+00
14.00	9.521E+00
15.00	9.793E+00
16.00	1.005E+01
17.00	1.029E+01
18.00	1.052E+01
20.00	1.094E+01
22.50	1.141E+01
25.00	1.182E+01
27.50	1.219E+01
30.00	1.251E+01
32.50	1.280E+01
35.00	1.306E+01
37.50	1.330E+01
40.00	1.351E+01
45.00	1.387E+01
50.00	1.417E+01
55.00	1.440E+01
60.00	1.458E+01
65.00	1.471E+01
70.00	1.480E+01
80.00	1.486E+01
90.00	1.479E+01
100.00	1.464E+01
110.00	1.442E+01
120.00	1.415E+01
130.00	1.386E+01
140.00	1.356E+01
150.00	1.324E+01
160.00	1.293E+01
170.00	1.263E+01
180.00	1.233E+01
200.00	1.176E+01
225.00	1.111E+01
250.00	1.053E+01
275.00	1.001E+01
300.00	9.542E+00
325.00	9.124E+00
350.00	8.746E+00
375.00	8.404E+00
400.00	8.092E+00
450.00	7.546E+00
500.00	7.082E+00
550.00	6.682E+00
600.00	6.334E+00
650.00	6.028E+00
700.00	5.756E+00
800.00	5.293E+00
900.00	4.912E+00
